"","X","Player","Span","Mat","Start","Sub","Pts","Tries","Conv","Pens","Drop","GfM","Won","Lost","Draw","X.","Team"
"6199",6199,"L Leflamand ","1996-1997",8,7,1,"25",5,0,0,0,0,5,3,0,62.5,"Fra"
"6200",6200,"O Lentz ","2006-2007",8,5,3,"0",0,0,0,0,0,1,7,0,12.5,"USA"
"6201",6201,"M le Roux ","1980-1981",8,8,0,"0",0,0,0,0,0,7,1,0,87.5,"SA"
"6202",6202,"PI Lewis ","1984-1986",8,8,0,"8",2,0,0,0,0,4,4,0,50,"Wales"
"6203",6203,"D Lima da Silva ","2018-2019",8,7,1,"30",6,0,0,0,0,2,6,0,25,"Braz"
"6204",6204,"TN Lister ","1968-1971",8,8,0,"6",2,0,0,0,0,5,2,1,68.75,"NZ"
"6205",6205,"S Longhney Castells ","1981-1986",8,8,0,"4",1,0,0,0,0,0,8,0,0,"Spain"
"6206",6206,"A Lotoahea ","2016-2018",8,5,3,"25",5,0,0,0,0,5,3,0,62.5,"JPN"
"6207",6207,"JW Lotz ","1937-1938",8,8,0,"3",1,0,0,0,0,6,2,0,75,"SA"
"6208",6208,"ST Lousi ","2019-2019",8,8,0,"0",0,0,0,0,0,2,6,0,25,"Tonga"
"6209",6209,"LW Ludlam ","2019-2020",8,4,4,"5",1,0,0,0,0,6,2,0,75,"Eng"
"6210",6210,"JM Luna ","1995-1997",8,8,0,"129",4,26,19,0,0,7,1,0,87.5,"Arg"
"6211",6211,"I Lussich ","2003-2007",8,4,4,"0",0,0,0,0,0,5,3,0,62.5,"Urug"
"6212",6212,"I Lutumailagi ","1979-1982",8,5,3,"20",5,0,0,0,0,3,5,0,37.5,"Fiji"
"6213",6213,"J Lytle ","1888-1894",8,8,0,"5",1,1,0,0,0,4,4,0,50,"Ire"
"6214",6214,"GE McCormick ","1964-1966",8,8,0,"3",1,0,0,0,0,3,4,1,43.75,"Arg"
"6215",6215,"A McDonald ","1905-1913",8,8,0,"11",3,1,0,0,0,7,1,0,87.5,"NZ"
"6216",6216,"JD Macdonald ","1966-1967",8,8,0,"0",0,0,0,0,0,4,3,1,56.25,"Scot"
"6217",6217,"JM McDonnell ","2002-2002",8,4,4,"5",1,0,0,0,0,5,2,1,68.75,"NZ"
"6218",6218,"SG MacDougall ","1971-1976",8,8,0,"0",0,0,0,0,0,2,5,1,31.25,"Aust"
"6219",6219,"DJ McFarlan ","1883-1888",8,8,0,"3G",4,3,0,0,0,7,1,0,87.5,"Scot"
"6220",6220,"TPL McGlashan ","1947-1954",8,8,0,"0",0,0,0,0,0,0,8,0,0,"Scot"
"6221",6221,"EP McGuire ","1963-1964",8,8,0,"0",0,0,0,0,0,2,5,1,31.25,"Ire"
"6222",6222,"TP McIsaac ","2006-2006",8,6,2,"0",0,0,0,0,0,3,4,1,43.75,"Aust"
"6223",6223,"MV MacKenzie ","2004-2007",8,5,3,"10",2,0,0,0,0,3,5,0,37.5,"Namib"
"6224",6224,"D McKibbin ","1950-1951",8,8,0,"3",0,0,1,0,0,4,2,2,62.5,"Ire"
"6225",6225,"KR McLaughlin ","2010-2013",8,4,4,"0",0,0,0,0,0,2,6,0,25,"Ire"
"6226",6226,"R Mahe ","2005-2007",8,4,4,"0",0,0,0,0,0,4,4,0,50,"Tonga"
"6227",6227,"R Majerus ","1928-1930",8,8,0,"6",2,0,0,0,0,4,4,0,50,"Fra"
"6228",6228,"H Maka'ohi ","1975-1980",8,8,0,"0",0,0,0,0,0,3,5,0,37.5,"Tonga"
"6229",6229,"L Manga ","1986-1992",8,5,3,"0",0,0,0,0,0,2,5,1,31.25,"USA"
"6230",6230,"V Mapapalangi ","2016-2018",8,3,5,"0",0,0,0,0,0,5,3,0,62.5,"Tonga"
"6231",6231,"M Marin ","1991-1995",8,5,3,"0",0,0,0,0,0,1,7,0,12.5,"Rom"
"6232",6232,"AWN Marinos ","2002-2003",8,7,1,"5",1,0,0,0,0,2,6,0,25,"Wales"
"6233",6233,"WM Maritz ","1990-1991",8,8,0,"16",4,0,0,0,0,8,0,0,100,"Namib"
"6234",6234,"M Marjanishvili ","1990-1993",8,8,0,"8",2,0,0,0,0,4,3,1,56.25,"Georg"
"6235",6235,"V Marlet Jordana ","2004-2007",8,4,4,"15",3,0,0,0,0,4,4,0,50,"Spain"
"6236",6236,"KW Marshall ","1934-1937",8,8,0,"0",0,0,0,0,0,2,6,0,25,"Scot"
"6237",6237,"E Martinez ","1985-1989",8,6,2,"0",0,0,0,0,0,5,3,0,62.5,"Urug"
"6238",6238,"R Martinez ","2012-2013",8,6,2,"5",1,0,0,0,0,3,5,0,37.5,"Urug"
"6239",6239,"LJ Martinez Villanueva ","1998-1999",8,5,3,"0",0,0,0,0,0,3,5,0,37.5,"Spain"
"6240",6240,"LF Martin Fernandez ","1983-1988",8,7,1,"8",2,0,0,0,0,0,8,0,0,"Spain"
"6241",6241,"H Massoni Terre ","1986-1992",8,7,1,"0",0,0,0,0,0,0,8,0,0,"Spain"
"6242",6242,"S Matangi ","2000-2004",8,5,3,"25",5,0,0,0,0,3,5,0,37.5,"Tonga"
"6243",6243,"T Mataradze ","2017-2019",8,1,7,"0",0,0,0,0,0,7,1,0,87.5,"Georg"
"6244",6244,"A Matchutadze ","1993-1997",8,6,2,"5",1,0,0,0,0,5,2,1,68.75,"Georg"
"6245",6245,"S Matsuhashi ","2016-2017",8,4,4,"5",1,0,0,0,0,3,5,0,37.5,"JPN"
"6246",6246,"A Maury ","1925-1926",8,8,0,"0",0,0,0,0,0,0,8,0,0,"Fra"
"6247",6247,"MJM Mayer ","1998-2000",8,7,1,"0",0,0,0,0,0,3,5,0,37.5,"Scot"
"6248",6248,"T Mayer ","1965-1970",8,8,0,"0",0,0,0,0,0,1,5,2,25,"Port"
"6249",6249,"C Maynadier ","2016-2017",8,1,7,"0",0,0,0,0,0,1,7,0,12.5,"Fra"
"6250",6250,"FW Meagher ","1923-1927",8,8,0,"3",0,0,0,0,1,3,5,0,37.5,"Aust"
"6251",6251,"A Melnykov ","2005-2006",8,8,0,"10",2,0,0,0,0,0,8,0,0,"Ukr"
"6252",6252,"H Mexted ","2006-2007",8,7,1,"0",0,0,0,0,0,3,5,0,37.5,"USA"
"6253",6253,"GPJ Minguillon ","2015-2019",8,2,6,"0",0,0,0,0,0,4,4,0,50,"Spain"
"6254",6254,"J Miranda ","1965-1968",8,8,0,"0",0,0,0,0,0,2,5,1,31.25,"Port"
"6255",6255,"NA Mitchell ","1935-1938",8,8,0,"12",4,0,0,0,0,5,3,0,62.5,"NZ"
"6256",6256,"A Mitu ","2013-2014",8,2,6,"0",0,0,0,0,0,6,1,1,81.25,"Rom"
"6257",6257,"V Mladin ","1955-1960",8,6,2,"0",0,0,0,0,0,6,2,0,75,"Rom"
"6258",6258,"C Moni ","1996-2001",8,8,0,"5",1,0,0,0,0,4,4,0,50,"Fra"
"6259",6259,"B Monteiro ","1965-1968",8,8,0,"0",0,0,0,0,0,2,5,1,31.25,"Port"
"6260",6260,"HG Monteith ","1905-1908",8,8,0,"3",1,0,0,0,0,6,2,0,75,"Scot"
"6261",6261,"I Montoisy ","2017-2019",8,4,4,"5",1,0,0,0,0,1,7,0,12.5,"Belg"
"6262",6262,"B Moon ","2018-2019",8,4,4,"0",0,0,0,0,0,5,2,1,68.75,"Eng"
"6263",6263,"LK Moon ","2003-2013",8,8,0,"0",0,0,0,0,0,0,8,0,0,"Korea"
"6264",6264,"H Moore ","1910-1912",8,8,0,"0",0,0,0,0,0,4,4,0,50,"Ire"
"6265",6265,"JW Moore ","2019-2019",8,7,1,"0",0,0,0,0,0,6,2,0,75,"JPN"
"6266",6266,"ET Morais ","1982-1987",8,8,0,"0",0,0,0,0,0,0,8,0,0,"Port"
"6267",6267,"JL Moral Iglesias ","1987-1993",8,7,1,"4",1,0,0,0,0,1,7,0,12.5,"Spain"
"6268",6268,"JA Morelli ","2013-2014",8,6,2,"0",0,0,0,0,0,0,7,1,6.25,"Belg"
"6269",6269,"AC Moreno ","1998-2008",8,3,5,"0",0,0,0,0,0,4,4,0,50,"Arg/Italy"
"6270",6270,"K Morita ","2004-2005",8,8,0,"72",0,12,11,5,0,3,5,0,37.5,"JPN"
"6271",6271,"PG Morkel ","1912-1921",8,8,0,"16",0,6,0,1,0,6,1,1,81.25,"SA"
"6272",6272,"MA Moura ","1999-2005",8,4,4,"0",0,0,0,0,0,5,3,0,62.5,"Port"
"6273",6273,"B Mullan ","1947-1948",8,8,0,"36",6,6,2,0,0,6,2,0,75,"Ire"
"6274",6274,"F Muller ","1967-1972",8,8,0,"3",1,0,0,0,0,3,4,1,43.75,"Tonga"
"6275",6275,"D Murai ","1985-1987",8,6,2,"4",1,0,0,0,0,0,8,0,0,"JPN"
"6276",6276,"K Musunamasi ","1977-1979",8,8,0,"34",0,14,2,0,0,6,2,0,75,"Fiji"
"6277",6277,"HJ Mynott ","1905-1910",8,8,0,"0",0,0,0,0,0,6,1,1,81.25,"NZ"
"6278",6278,"Y Nagatomo ","1993-1997",8,5,3,"38",0,4,10,0,0,3,5,0,37.5,"JPN"
"6279",6279,"I Naisarani ","2019-2019",8,8,0,"0",0,0,0,0,0,4,4,0,50,"Aust"
"6280",6280,"I Nakajima ","2018-2019",8,0,8,"0",0,0,0,0,0,5,3,0,62.5,"JPN"
"6281",6281,"T Nakayama ","1976-1982",8,7,1,"0",0,0,0,0,0,2,6,0,25,"JPN"
"6282",6282,"V Nalio ","1961-1968",8,8,0,"6",2,0,0,0,0,3,4,1,43.75,"Fiji"
"6283",6283,"SM Naqelevuki ","2008-2012",8,8,0,"10",2,0,0,0,0,3,5,0,37.5,"Fiji"
"6284",6284,"JK Naqica ","2001-2003",8,7,1,"10",2,0,0,0,0,2,6,0,25,"USA"
"6285",6285,"V Narisia ","1977-1979",8,8,0,"12",3,0,0,0,0,6,2,0,75,"Fiji"
"6286",6286,"J Narruhn ","2002-2002",8,3,5,"39",3,3,6,0,0,3,5,0,37.5,"Fiji"
"6287",6287,"BP Nasser ","1989-1991",8,8,0,"0",0,0,0,0,0,5,3,0,62.5,"Aust"
"6288",6288,"M Natuilagilagi ","1989-1993",8,8,0,"14",3,0,0,0,0,3,5,0,37.5,"Fiji"
"6289",6289,"J Naucabalavu ","1961-1967",8,8,0,"6",2,0,0,0,0,3,4,1,43.75,"Fiji"
"6290",6290,"E Nauga ","1992-1994",8,8,0,"0",0,0,0,0,0,1,7,0,12.5,"Fiji"
"6291",6291,"M Nedelcu ","1993-1995",8,6,2,"0",0,0,0,0,0,4,4,0,50,"Rom"
"6292",6292,"JB Neethling ","1967-1970",8,8,0,"0",0,0,0,0,0,4,3,1,56.25,"SA"
"6293",6293,"WA Neill ","2013-2014",8,8,0,"5",1,0,0,0,0,0,7,1,6.25,"Belg"
"6294",6294,"IC Neivua ","2007-2007",8,8,0,"10",2,0,0,0,0,4,4,0,50,"Fiji"
"6295",6295,"JJ Nel ","1956-1958",8,8,0,"3",1,0,0,0,0,3,4,1,43.75,"SA"
"6296",6296,"S Neustadt ","2012-2014",8,2,6,"0",0,0,0,0,0,5,3,0,62.5,"Namib"
"6297",6297,"T Nevicky ","2003-2007",8,7,1,"0",0,0,0,0,0,1,7,0,12.5,"Czech"
"6298",6298,"A Ng Wai Shing ","2008-2017",8,2,6,"0",0,0,0,0,0,0,8,0,0,"HK"
"6299",6299,"L Niakou ","1993-1995",8,8,0,"5",1,0,0,0,0,4,4,0,50,"CdI"
"6300",6300,"DN Niu ","1999-1999",8,6,2,"8",1,0,0,1,0,3,5,0,37.5,"USA"
"6301",6301,"RF Niuia ","2018-2019",8,2,6,"0",0,0,0,0,0,3,5,0,37.5,"Samoa"
"6302",6302,"Y Niwai ","2017-2018",8,1,7,"0",0,0,0,0,0,3,5,0,37.5,"JPN"
"6303",6303,"L Nunez Doval ","1982-1992",8,7,1,"16",0,2,4,0,0,1,7,0,12.5,"Spain"
"6304",6304,"T Nu'uali'itia ","1994-1996",8,7,1,"5",1,0,0,0,0,3,5,0,37.5,"Samoa"
"6305",6305,"RF Oakes ","1897-1899",8,8,0,"0",0,0,0,0,0,2,5,1,31.25,"Eng"
"6306",6306,"MM Onsando ","2018-2018",8,4,4,"5",1,0,0,0,0,4,4,0,50,"Kenya"
"6307",6307,"O Oppermann ","1932-1937",8,8,0,"3",1,0,0,0,0,1,7,0,12.5,"Germ"
"6308",6308,"T Orchard ","2018-2019",8,4,4,"0",0,0,0,0,0,0,8,0,0,"Chile"
"6309",6309,"E Orpis Ramirez ","2016-2019",8,3,5,"5",1,0,0,0,0,0,8,0,0,"Chile"
"6310",6310,"L Oto ","1992-1997",8,8,0,"35",7,0,0,0,0,2,6,0,25,"JPN"
"6311",6311,"P Pagani ","2000-2002",8,4,4,"15",3,0,0,0,0,3,5,0,37.5,"Urug"
"6312",6312,"G Pagnon ","2010-2012",8,8,0,"0",0,0,0,0,0,2,6,0,25,"Germ"
"6313",6313,"DJ Paice ","2008-2013",8,0,8,"0",0,0,0,0,0,4,4,0,50,"Eng"
"6314",6314,"S Palenapa ","1988-1996",8,8,0,"10",2,0,0,0,0,2,6,0,25,"Tonga"
"6315",6315,"L Paries ","1968-1975",8,8,0,"46",0,8,6,4,0,4,4,0,50,"Fra"
"6316",6316,"TA Parker ","2011-2013",8,7,1,"0",0,0,0,0,0,4,3,1,56.25,"Spain"
"6317",6317,"S Patlasov ","1997-1999",8,8,0,"0",0,0,0,0,0,4,4,0,50,"Russ"
"6318",6318,"RD Patterson ","1912-1913",8,8,0,"3",1,0,0,0,0,4,4,0,50,"Ire"
"6319",6319,"E Pavanello ","2002-2004",8,5,3,"0",0,0,0,0,0,4,4,0,50,"Italy"
"6320",6320,"M Pavin ","1980-1987",8,7,1,"0",0,0,0,0,0,2,5,1,31.25,"Italy"
"6321",6321,"E Pebeyre ","1945-1947",8,8,0,"3",1,0,0,0,0,4,4,0,50,"Fra"
"6322",6322,"R Pedrazzi ","2001-2005",8,4,4,"0",0,0,0,0,0,1,7,0,12.5,"Italy"
"6323",6323,"MC Pereira ","1965-1969",8,8,0,"0",0,0,0,0,0,3,4,1,43.75,"Port"
"6324",6324,"JM Perez Escobar ","1994-1995",8,8,0,"0",0,0,0,0,0,4,4,0,50,"Spain"
"6325",6325,"WA Peterkin ","1881-1885",8,8,0,"0G",2,0,0,0,0,5,1,2,75,"Scot"
"6326",6326,"G Peyrou ","2005-2008",8,6,2,"5",1,0,0,0,0,2,6,0,25,"Urug"
"6327",6327,"JW Phipps ","2012-2015",8,1,7,"0",0,0,0,0,0,4,4,0,50,"Spain"
"6328",6328,"M Picoiu ","2001-2002",8,6,2,"5",1,0,0,0,0,5,3,0,62.5,"Rom"
"6329",6329,"TO Pike ","1927-1928",8,8,0,"3",1,0,0,0,0,5,3,0,62.5,"Ire"
"6330",6330,"L Pirpilahvili ","2004-2005",8,5,3,"0",0,0,0,0,0,5,3,0,62.5,"Georg"
"6331",6331,"T Pkhakadze ","1989-1996",8,8,0,"4",1,0,0,0,0,4,3,1,56.25,"Georg"
"6332",6332,"MG Poggi Ranwez ","2013-2015",8,8,0,"5",1,0,0,0,0,3,5,0,37.5,"Spain"
"6333",6333,"JA Pollock ","1982-1985",8,7,1,"8",2,0,0,0,0,5,2,1,68.75,"Scot"
"6334",6334,"V Ponomarenko ","2008-2012",8,8,0,"5",1,0,0,0,0,1,7,0,12.5,"Ukr"
"6335",6335,"P Presutti ","1974-1978",8,8,0,"0",0,0,0,0,0,2,5,1,31.25,"Italy"
"6336",6336,"RA Price ","1974-1976",8,8,0,"16",4,0,0,0,0,5,2,1,68.75,"Aust"
"6337",6337,"TG Price ","1965-1967",8,8,0,"45",0,9,8,1,0,4,4,0,50,"Wales"
"6338",6338,"JJ Prieto Solis ","2002-2005",8,5,3,"5",1,0,0,0,0,2,5,1,31.25,"Spain"
"6339",6339,"CC Pritchard ","1928-1929",8,8,0,"0",0,0,0,0,0,3,4,1,43.75,"Wales"
"6340",6340,"F Pucciariello ","1999-2002",8,6,2,"5",1,0,0,0,0,1,7,0,12.5,"Italy"
"6341",6341,"M Pujolle ","1989-1990",8,8,0,"0",0,0,0,0,0,1,7,0,12.5,"Fra"
"6342",6342,"JEP Purdie ","2007-2007",8,4,4,"0",0,0,0,0,0,4,4,0,50,"Samoa"
"6343",6343,"A Qio ","1924-1926",8,8,0,"7",0,2,1,0,0,3,4,1,43.75,"Fiji"
"6344",6344,"MMCA Queiros ","2017-2018",8,5,3,"5",1,0,0,0,0,6,2,0,75,"Port"
"6345",6345,"R Radchuk ","2008-2012",8,5,3,"0",0,0,0,0,0,1,7,0,12.5,"Ukr"
"6346",6346,"E Ratudradra ","1980-1981",8,6,2,"0",0,0,0,0,0,2,6,0,25,"Fiji"
"6347",6347,"I Ratuva Tavuyara ","2012-2013",8,3,5,"5",1,0,0,0,0,4,4,0,50,"Fiji"
"6348",6348,"J Ravouvou ","1979-1980",8,8,0,"0",0,0,0,0,0,2,6,0,25,"Fiji"
"6349",6349,"J Redelinghuys ","2014-2016",8,1,7,"0",0,0,0,0,0,5,3,0,62.5,"SA"
"6350",6350,"TJ Rees ","1935-1937",8,8,0,"0",0,0,0,0,0,4,3,1,56.25,"Wales"
"6351",6351,"SJ Reid ","1995-2000",8,6,2,"0",0,0,0,0,0,3,4,1,43.75,"Scot"
"6352",6352,"S Richmond ","2004-2005",8,8,0,"15",3,0,0,0,0,1,7,0,12.5,"Can"
"6353",6353,"BJ Rigney ","1991-1992",8,7,1,"0",0,0,0,0,0,0,7,1,6.25,"Ire"
"6354",6354,"P Ringer ","1978-1980",8,8,0,"8",2,0,0,0,0,4,4,0,50,"Wales"
"6355",6355,"AD Roberts ","1911-1914",8,8,0,"15",5,0,0,0,0,5,3,0,62.5,"Eng"
"6356",6356,"HM Roberts ","1960-1963",8,8,0,"0",0,0,0,0,0,3,5,0,37.5,"Wales"
"6357",6357,"MG Roberts ","1971-1979",8,8,0,"4",1,0,0,0,0,6,2,0,75,"Wales"
"6358",6358,"I Robertson ","1968-1970",8,8,0,"9",1,0,0,2,0,2,6,0,25,"Scot"
"6359",6359,"GC Robinson ","1897-1901",8,8,0,"24",8,0,0,0,0,2,5,1,31.25,"Eng"
"6360",6360,"RA Robinson ","1988-1995",8,8,0,"4",1,0,0,0,0,4,3,1,56.25,"Eng"
"6361",6361,"A Rocco ","2016-2017",8,6,2,"0",0,0,0,0,0,0,8,0,0,"Urug"
"6362",6362,"AJ Rodriguez Jurado ","1927-1936",8,8,0,"0",0,0,0,0,0,2,6,0,25,"Arg"
"6363",6363,"DL Rollerson ","1980-1981",8,7,1,"24",1,4,2,2,0,7,1,0,87.5,"NZ"
"6364",6364,"IB Ross ","2009-2009",8,8,0,"10",2,0,0,0,0,4,4,0,50,"NZ"
"6365",6365,"A Rotherham ","1891-1899",8,8,0,"4",0,2,0,0,0,4,3,1,56.25,"Eng/GB"
"6366",6366,"KA Rowlands ","1962-1965",8,8,0,"3",1,0,0,0,0,2,4,2,37.5,"Lions/Wales"
"6367",6367,"AJ Roxburgh ","1997-1998",8,5,3,"0",0,0,0,0,0,0,8,0,0,"Scot"
"6368",6368,"JB Rue ","2002-2003",8,1,7,"0",0,0,0,0,0,5,3,0,62.5,"Fra"
"6369",6369,"XJ Rush ","1998-2004",8,8,0,"0",0,0,0,0,0,5,3,0,62.5,"NZ"
"6370",6370,"C Saavedra Cartajena ","2018-2019",8,2,6,"0",0,0,0,0,0,1,7,0,12.5,"Chile"
"6371",6371,"B Saenz ","1987-2001",8,7,1,"12",3,0,0,0,0,4,4,0,50,"Urug"
"6372",6372,"R Sagdeev ","2002-2005",8,7,1,"0",0,0,0,0,0,4,4,0,50,"Russ"
"6373",6373,"A Sarmiento ","2016-2019",8,1,7,"5",1,0,0,0,0,1,7,0,12.5,"Chile"
"6374",6374,"M Sasada ","1976-1979",8,6,2,"0",0,0,0,0,0,1,7,0,12.5,"JPN"
"6375",6375,"JB Sathiq ","1993-1995",8,8,0,"5",1,0,0,0,0,4,4,0,50,"CdI"
"6376",6376,"TJ Sauder ","2018-2019",8,7,1,"19",3,2,0,0,0,4,4,0,50,"Can"
"6377",6377,"V Sauturaga Racagi ","2007-2009",8,2,6,"0",0,0,0,0,0,5,3,0,62.5,"Fiji"
"6378",6378,"K Sawaki ","1998-2006",8,4,4,"27",2,7,1,0,0,6,2,0,75,"JPN"
"6379",6379,"JC Scasso ","1969-1973",8,8,0,"3",1,0,0,0,0,3,5,0,37.5,"Urug"
"6380",6380,"MM Schaefer ","2014-2016",8,7,1,"0",0,0,0,0,0,3,5,0,37.5,"Braz"
"6381",6381,"H Schulte ","2017-2019",8,7,1,"0",0,0,0,0,0,2,6,0,25,"Germ"
"6382",6382,"G Scriven ","1879-1883",8,8,0,"0G",0,0,0,0,0,0,8,0,0,"Ire"
"6383",6383,"I Secco ","2016-2016",8,2,6,"0",0,0,0,0,0,4,4,0,50,"Urug"
"6384",6384,"V Seuseu ","2008-2009",8,4,4,"5",1,0,0,0,0,5,3,0,62.5,"Fiji"
"6385",6385,"BDF Shields ","2018-2019",8,5,3,"10",2,0,0,0,0,3,4,1,43.75,"Eng"
"6386",6386,"B Shvanguiradze ","1990-1993",8,8,0,"4",1,0,0,0,0,4,3,1,56.25,"Georg"
"6387",6387,"A Siddall ","2013-2014",8,7,1,"52",0,8,12,0,0,3,5,0,37.5,"USA"
"6388",6388,"JL Sifa ","2008-2011",8,7,1,"5",1,0,0,0,0,4,4,0,50,"USA"
"6389",6389,"M Silini ","1955-1959",8,8,0,"0",0,0,0,0,0,5,3,0,62.5,"Italy"
"6390",6390,"J Sillieres ","1968-1972",8,8,0,"10",3,0,0,0,0,4,2,2,62.5,"Fra"
"6391",6391,"LAN Slocock ","1907-1908",8,8,0,"9",3,0,0,0,0,3,5,0,37.5,"Eng"
"6392",6392,"E Smith ","1998-2002",8,4,4,"0",0,0,0,0,0,4,4,0,50,"Namib"
"6393",6393,"PV Smith ","1967-1969",8,8,0,"6",2,0,0,0,0,1,7,0,12.5,"Aust"
"6394",6394,"SJ Smith ","1995-1999",8,3,5,"0",0,0,0,0,0,2,4,2,37.5,"Samoa"
"6395",6395,"M Snidal ","2005-2007",8,8,0,"0",0,0,0,0,0,0,8,0,0,"Czech"
"6396",6396,"T Soane ","1982-1985",8,8,0,"5",1,0,0,0,0,3,5,0,37.5,"Tonga"
"6397",6397,"C Soares ","1987-1989",8,8,0,"0",0,0,0,0,0,4,3,1,56.25,"Port"
"6398",6398,"R Sowden-Taylor ","2005-2009",8,4,4,"0",0,0,0,0,0,5,3,0,62.5,"Wales"
"6399",6399,"M Springer ","2000-2002",8,5,3,"0",0,0,0,0,0,1,7,0,12.5,"Neth"
"6400",6400,"WJ Staddan ","1884-1890",8,8,0,"1",2,0,0,1,0,5,3,0,62.5,"Wales"
"6401",6401,"MJ Stanley ","2014-2015",8,5,3,"54",0,6,14,0,0,3,4,1,43.75,"Samoa"
"6402",6402,"PW Steenkamp ","2018-2019",8,0,8,"12",0,6,0,0,0,6,2,0,75,"Namib"
"6403",6403,"L Stensness ","1993-1997",8,8,0,"15",3,0,0,0,0,8,0,0,100,"NZ"
"6404",6404,"AJ Stewart ","1963-1964",8,8,0,"0",0,0,0,0,0,6,1,1,81.25,"NZ"
"6405",6405,"WG Stewart-Morgan ","1927-1930",8,8,0,"13",3,0,0,1,0,5,2,1,68.75,"Wales"
"6406",6406,"P Stievano ","1948-1955",8,8,0,"6",2,0,0,0,0,4,4,0,50,"Italy"
"6407",6407,"ML Stoddart ","2007-2011",8,7,1,"25",5,0,0,0,0,3,5,0,37.5,"Wales"
"6408",6408,"GP Storey ","1926-1930",8,7,1,"0",0,0,0,0,0,5,3,0,62.5,"Aust"
"6409",6409,"LM Stuart ","1923-1930",8,8,0,"3",1,0,0,0,0,3,4,1,43.75,"Scot"
"6410",6410,"A Suhov ","1992-1997",8,7,1,"15",2,0,0,0,0,5,3,0,62.5,"Russ"
"6411",6411,"YM Suk ","1996-2004",8,8,0,"5",1,0,0,0,0,2,5,1,31.25,"Korea"
"6412",6412,"KD Sun ","1996-2004",8,3,5,"5",1,0,0,0,0,2,5,1,31.25,"Korea"
"6413",6413,"MW Swan ","1958-1959",8,8,0,"0",0,0,0,0,0,3,4,1,43.75,"Scot"
"6414",6414,"BI Swannell ","1899-1905",8,8,0,"3",1,0,0,0,0,6,2,0,75,"Aust/GB"
"6415",6415,"PI Taele-Pavihi ","2005-2010",8,5,3,"0",0,0,0,0,0,5,3,0,62.5,"Samoa"
"6416",6416,"EL Talakai ","1993-1995",8,7,1,"0",0,0,0,0,0,3,5,0,37.5,"Tonga"
"6417",6417,"T Tamanivalu ","1995-1996",8,8,0,"0",0,0,0,0,0,3,5,0,37.5,"Fiji"
"6418",6418,"M Tamata ","1981-1982",8,8,0,"4",1,0,0,0,0,5,3,0,62.5,"Fiji"
"6419",6419,"S Tartaglini ","1948-1953",8,8,0,"0",0,0,0,0,0,4,4,0,50,"Italy"
"6420",6420,"F Tasca ","2008-2009",8,7,1,"5",1,0,0,0,0,4,4,0,50,"Rom"
"6421",6421,"E Tatawaqa ","1981-1982",8,8,0,"0",0,0,0,0,0,4,3,1,56.25,"Fiji"
"6422",6422,"MJ Tate ","1951-1954",8,8,0,"3",1,0,0,0,0,3,5,0,37.5,"Aust"
"6423",6423,"JW Taylor ","1879-1883",8,8,0,"0G",0,0,0,0,0,1,6,1,18.75,"Ire"
"6424",6424,"T Teixeira ","1998-2000",8,7,1,"69",1,1,19,1,0,3,5,0,37.5,"Port"
"6425",6425,"JP Theron ","1998-2004",8,5,3,"0",0,0,0,0,0,5,3,0,62.5,"Namib"
"6426",6426,"R Thomas ","1909-1913",8,8,0,"3",1,0,0,0,0,5,3,0,62.5,"Wales"
"6427",6427,"JKS Thompson ","1921-1923",8,8,0,"0",0,0,0,0,0,2,6,0,25,"Ire"
"6428",6428,"FMA Thomson ","2007-2008",8,1,7,"0",0,0,0,0,0,2,6,0,25,"Scot"
"6429",6429,"RJ Thorpe ","2014-2015",8,5,3,"0",0,0,0,0,0,0,8,0,0,"Can"
"6430",6430,"T Tierney ","1999-2000",8,8,0,"5",1,0,0,0,0,3,5,0,37.5,"Ire"
"6431",6431,"S Timani ","2008-2012",8,3,5,"0",0,0,0,0,0,3,5,0,37.5,"Tonga"
"6432",6432,"GA Tonks ","2013-2017",8,4,4,"3",0,0,1,0,0,2,6,0,25,"Scot"
"6433",6433,"JA Topping ","1996-2003",8,8,0,"5",1,0,0,0,0,2,6,0,25,"Ire"
"6434",6434,"R Travaglini ","1996-1998",8,5,3,"5",1,0,0,0,0,6,2,0,75,"Arg"
"6435",6435,"M Trevisiol ","1988-1994",8,8,0,"0",0,0,0,0,0,0,8,0,0,"Italy"
"6436",6436,"RF Trott ","1948-1949",8,8,0,"2",0,1,0,0,0,2,5,1,31.25,"Wales"
"6437",6437,"N Tufui ","1990-1995",8,7,1,"12",0,0,4,0,0,3,5,0,37.5,"Tonga"
"6438",6438,"S Tuisese ","1958-1964",8,7,1,"3",0,0,1,0,0,5,3,0,62.5,"Fiji"
"6439",6439,"F Tupi ","1973-1975",8,8,0,"4",1,0,0,0,0,2,6,0,25,"Tonga"
"6440",6440,"TK Tu'uta ","1987-1992",8,8,0,"0",0,0,0,0,0,2,6,0,25,"Tonga"
"6441",6441,"HT Twynam ","1879-1884",8,8,0,"0G",4,0,0,0,0,7,0,1,93.75,"Eng"
"6442",6442,"S Tyibilika ","2004-2006",8,8,0,"15",3,0,0,0,0,5,3,0,62.5,"SA"
"6443",6443,"MM Vaea ","1991-1995",8,6,2,"34",0,8,6,0,0,5,2,1,68.75,"Samoa"
